PO CREATION DATE,SUPPLIER ACCOUNT,PO NUMBER,LineNumber,Part Number,QTY,UNIT COST ,TOTAL LINE AMOUNT,Currency,RequestedDeliveryDate 
08/03/2022,2922,PO422-013259,2,PartNo956,8,5.16,41.28,GBP,11/03/2022
08/03/2022,3432,PO422-013260,1,PartNo15919,20,2.71,54.2,GBP,11/03/2022
08/03/2022,3519,PO422-013261,1,PartNo15920,24,30,720,GBP,16/03/2022
08/03/2022,2588,PO422-013261,2,PartNo5,1,30,30,GBP,16/03/2022
08/03/2022,IC0423,PO422-013262,1,PartNo15921,1,7.4,7.4,GBP,15/03/2022
08/03/2022,2432,PO422-013263,1,PartNo15922,1,37,37,GBP,15/03/2022
08/03/2022,3793,PO422-013264,1,PartNo15923,0,25,0,GBP,15/03/2022
08/03/2022,3113,PO422-013264,2,PartNo5,0,15,0,GBP,15/03/2022
08/03/2022,2298,PO422-013265,1,PartNo15924,20,1.49,29.8,GBP,10/03/2022
08/03/2022,2298,PO422-013266,1,PartNo15925,1,28.45,28.45,GBP,17/03/2022
08/03/2022,2965,PO422-013266,2,PartNo15926,1,28.45,28.45,GBP,17/03/2022
08/03/2022,4203,PO422-013266,4,PartNo12190,1,28.45,28.45,GBP,17/03/2022
08/03/2022,4555,PO422-013266,3,PartNo15927,1,28.45,28.45,GBP,17/03/2022
08/03/2022,5062,PO422-013266,5,PartNo15928,1,28.45,28.45,GBP,17/03/2022
08/03/2022,15396,PO422-013266,6,PartNo15929,1,28.45,28.45,GBP,17/03/2022
08/03/2022,3397,PO422-013266,7,PartNo5,1,10,10,GBP,17/03/2022
08/03/2022,4254,PO422-013267,1,PartNo7458,4,25.61,102.44,GBP,08/04/2022
08/03/2022,3946,PO422-013268,1,PartNo5907,2,311.25,622.5,GBP,11/03/2022
08/03/2022,16251,PO422-013269,1,PartNo24,1,5.6,5.6,GBP,08/03/2022
08/03/2022,269,PO422-013270,1,PartNo5456,1,108.32,108.32,GBP,11/03/2022
08/03/2022,2749,PO422-013271,1,PartNo15930,1,5.43,5.43,GBP,11/03/2022
08/03/2022,2965,PO422-013271,2,PartNo15931,1,4.2,4.2,GBP,11/03/2022
08/03/2022,3013,PO422-013272,1,PartNo15932,3,31,93,GBP,14/03/2022
08/03/2022,3046,PO422-013273,1,PartNo15933,4,5.1,20.4,GBP,22/03/2022
08/03/2022,3270,PO422-013273,14,PartNo15934,4,5.1,20.4,GBP,22/03/2022
08/03/2022,3507,PO422-013273,15,PartNo15935,4,5.1,20.4,GBP,22/03/2022
08/03/2022,4618,PO422-013273,4,PartNo15936,4,5.1,20.4,GBP,22/03/2022
08/03/2022,4478,PO422-013273,6,PartNo15937,4,5.1,20.4,GBP,22/03/2022
08/03/2022,4726,PO422-013273,11,PartNo15938,4,5.1,20.4,GBP,22/03/2022
08/03/2022,4957,PO422-013273,5,PartNo15939,4,5.1,20.4,GBP,22/03/2022
08/03/2022,2749,PO422-013273,12,PartNo15940,4,5.1,20.4,GBP,22/03/2022
08/03/2022,2837,PO422-013273,9,PartNo15941,4,5.1,20.4,GBP,22/03/2022
08/03/2022,3013,PO422-013273,16,PartNo15942,4,5.1,20.4,GBP,22/03/2022
08/03/2022,3432,PO422-013273,13,PartNo15943,4,5.1,20.4,GBP,22/03/2022
08/03/2022,3579,PO422-013273,8,PartNo15944,4,5.1,20.4,GBP,22/03/2022
08/03/2022,274,PO422-013273,10,PartNo15945,50,5.1,255,GBP,22/03/2022
08/03/2022,2952,PO422-013273,17,PartNo15946,4,5.1,20.4,GBP,22/03/2022
08/03/2022,669,PO422-013273,7,PartNo15947,4,5.1,20.4,GBP,22/03/2022
08/03/2022,2766,PO422-013273,3,PartNo15948,4,5.1,20.4,GBP,22/03/2022
08/03/2022,4513,PO422-013273,2,PartNo15949,4,5.1,20.4,GBP,22/03/2022
08/03/2022,2639,PO422-013273,18,PartNo5,1,12,12,GBP,22/03/2022
08/03/2022,2749,PO422-013274,1,PartNo15950,60,1.31,78.6,GBP,14/03/2022
08/03/2022,3397,PO422-013275,1,PartNo15951,10,5.58,55.8,GBP,14/03/2022
08/03/2022,3432,PO422-013276,1,PartNo15952,1,21.35,21.35,GBP,15/03/2022
08/03/2022,3866,PO422-013277,2,PartNo15953,1,5.17,5.17,GBP,09/03/2022
08/03/2022,4227,PO422-013277,1,PartNo15954,1,5.17,5.17,GBP,09/03/2022
08/03/2022,4938,PO422-013278,1,PartNo15955,4,603.98,2415.92,USD,05/07/2022
08/03/2022,2731,PO422-013278,3,PartNo15956,4,295,1180,USD,05/07/2022
08/03/2022,4334,PO422-013278,2,PartNo15957,4,501.86,2007.44,USD,05/07/2022
08/03/2022,2965,PO422-013278,4,PartNo15958,1,380.37,380.37,USD,05/07/2022
08/03/2022,2298,PO422-013278,5,PartNo5,1,272.73,272.73,USD,05/07/2022
08/03/2022,3058,PO422-013279,2,PartNo15959,2,450,900,GBP,15/04/2022
08/03/2022,3113,PO422-013279,1,PartNo15960,2,696.74,1393.48,GBP,15/04/2022
08/03/2022,2432,PO422-013280,1,PartNo149,10,59.15,591.5,GBP,16/03/2022
08/03/2022,4654,PO422-013281,1,PartNo9741,18,78,1404,GBP,08/03/2022
08/03/2022,3432,PO422-013281,4,PartNo15961,1,134,134,GBP,12/11/2021
08/03/2022,4679,PO422-013281,2,PartNo9742,6,78,468,GBP,08/03/2022
08/03/2022,269,PO422-013281,3,PartNo9743,6,90,540,GBP,08/03/2022
08/03/2022,2298,PO422-013282,1,PartNo1866,2,52.88,105.76,GBP,30/03/2022
08/03/2022,2965,PO422-013286,2,PartNo15962,1,53,53,GBP,08/04/2022
08/03/2022,2749,PO422-013286,1,PartNo15963,1,482,482,GBP,08/04/2022
08/03/2022,2923,PO422-013287,2,PartNo5,1,15.5,15.5,GBP,08/04/2022
08/03/2022,3113,PO422-013287,1,PartNo15964,1,76.38,76.38,GBP,08/04/2022
08/03/2022,3397,PO422-013288,1,PartNo15965,1,1637.78,1637.78,GBP,08/04/2022
08/03/2022,4876,PO422-013289,1,PartNo15966,2,247,494,EUR,29/03/2022
08/03/2022,3432,PO422-013289,2,PartNo5,1,42.05,42.05,EUR,29/03/2022
08/03/2022,3566,PO422-013290,1,PartNo4882,4,15.96,63.84,GBP,14/03/2022
08/03/2022,4090,PO422-013290,13,PartNo7981,8,24.99,199.92,GBP,14/03/2022
08/03/2022,4618,PO422-013290,10,PartNo4966,6,5.16,30.96,GBP,14/03/2022
08/03/2022,4679,PO422-013290,6,PartNo2217,12,13.99,167.88,GBP,14/03/2022
08/03/2022,4938,PO422-013290,8,PartNo2216,12,13.99,167.88,GBP,14/03/2022
08/03/2022,3614,PO422-013290,5,PartNo2214,10,27.5,275,GBP,14/03/2022
08/03/2022,2430,PO422-013290,12,PartNo15967,3,7.39,22.17,GBP,14/03/2022
08/03/2022,2922,PO422-013290,9,PartNo4883,6,6.97,41.82,GBP,14/03/2022
08/03/2022,2639,PO422-013290,7,PartNo15968,12,13.99,167.88,GBP,14/03/2022
08/03/2022,2432,PO422-013290,4,PartNo3285,8,0.16,1.28,GBP,14/03/2022
08/03/2022,3579,PO422-013290,3,PartNo9710,3,2.9,8.7,GBP,14/03/2022
08/03/2022,2298,PO422-013290,11,PartNo3946,1,18.99,18.99,GBP,14/03/2022
08/03/2022,15396,PO422-013290,2,PartNo15969,1,4.2,4.2,GBP,14/03/2022
08/03/2022,2533,PO422-013291,1,PartNo15970,5,333,1665,GBP,25/04/2022
08/03/2022,2298,PO422-013291,2,PartNo5,1,18,18,GBP,25/04/2022
08/03/2022,2952,PO422-013292,1,PartNo3702,1,50,50,GBP,09/03/2022
09/03/2022,2965,PO422-013293,1,PartNo5,1,18.82,18.82,GBP,09/03/2022
09/03/2022,3270,PO422-013294,1,PartNo15971,2,12,24,GBP,11/03/2022
09/03/2022,3579,PO422-013294,2,PartNo15972,6,49,294,GBP,11/03/2022
09/03/2022,4478,PO422-013294,3,PartNo5,1,30,30,GBP,11/03/2022
09/03/2022,4555,PO422-013295,3,PartNo15973,0,15,0,GBP,21/03/2022
09/03/2022,4618,PO422-013295,2,PartNo5,0,30,0,GBP,21/03/2022
09/03/2022,4804,PO422-013295,1,PartNo13239,0,141.6,0,GBP,21/03/2022
09/03/2022,4938,PO422-013296,1,PartNo15973,0,15,0,GBP,21/03/2022
09/03/2022,4942,PO422-013297,2,PartNo24,1,11,11,GBP,21/03/2022
09/03/2022,5036,PO422-013297,1,PartNo15974,2,139.62,279.24,GBP,21/03/2022
09/03/2022,3397,PO422-013298,1,PartNo15975,8,28.77,230.16,GBP,04/04/2022
09/03/2022,3270,PO422-013298,2,PartNo5,1,7.5,7.5,GBP,04/04/2022
09/03/2022,3579,PO422-013299,1,PartNo171,70,41,2870,GBP,16/03/2022
09/03/2022,2922,PO422-013300,1,PartNo7870,16000,0.26,4160,GBP,22/03/2022
09/03/2022,2965,PO422-013300,2,PartNo192,1,51.48,51.48,GBP,22/03/2022
09/03/2022,4232,PO422-013301,1,PartNo15976,4,355,1420,GBP,05/08/2022
09/03/2022,4249,PO422-013302,1,PartNo15977,20,5.16,103.2,GBP,14/04/2022
09/03/2022,4714,PO422-013303,1,PartNo15978,2,11.91,23.82,GBP,31/03/2022
09/03/2022,15396,PO422-013303,2,PartNo5,1,7.99,7.99,GBP,31/03/2022
09/03/2022,274,PO422-013304,1,PartNo15979,6,132.49,794.94,GBP,18/03/2022
09/03/2022,3432,PO422-013305,1,PartNo15980,1,9697,9697,GBP,31/03/2022
09/03/2022,274,PO422-013306,1,PartNo1081,1,7.07,7.07,GBP,18/03/2022
09/03/2022,2639,PO422-013308,1,PartNo4814,2,23.48,46.96,GBP,11/03/2022
09/03/2022,2712,PO422-013308,2,PartNo12916,1,23.53,23.53,GBP,11/03/2022
09/03/2022,2749,PO422-013309,1,PartNo15981,2,7.49,14.98,GBP,11/03/2022
09/03/2022,2784,PO422-013309,2,PartNo15982,1,20.72,20.72,GBP,11/03/2022
09/03/2022,2952,PO422-013310,1,PartNo14786,2,14.58,29.16,GBP,11/03/2022
09/03/2022,4281,PO422-013311,1,PartNo15983,6,7.13,42.78,GBP,08/04/2022
09/03/2022,3270,PO422-013311,2,PartNo15984,10,4.52,45.2,GBP,08/04/2022
09/03/2022,4654,PO422-013312,1,PartNo15985,6,17.83,106.98,GBP,11/03/2022
09/03/2022,4938,PO422-013313,1,PartNo15986,0,24.76,0,GBP,11/04/2022
09/03/2022,4903,PO422-013315,1,PartNo15987,4,14.46,57.84,GBP,10/03/2022
09/03/2022,4938,PO422-013316,1,PartNo15988,2,14.58,29.16,GBP,14/03/2022
09/03/2022,4090,PO422-013316,2,PartNo15989,2,14.58,29.16,GBP,14/03/2022
09/03/2022,15385,PO422-013317,1,PartNo15990,6,11.24,67.44,GBP,14/03/2022
09/03/2022,4679,PO422-013317,2,PartNo15991,0,17.08,0,GBP,14/03/2022
09/03/2022,2922,PO422-013318,1,PartNo2853,10,2.29,22.9,GBP,14/03/2022
09/03/2022,274,PO422-013318,4,PartNo6442,10,4.13,41.3,GBP,14/03/2022
09/03/2022,2749,PO422-013318,5,PartNo2,3,4.35,13.05,GBP,14/03/2022
09/03/2022,2965,PO422-013318,3,PartNo3600,10,1.7,17,GBP,14/03/2022
09/03/2022,3270,PO422-013318,2,PartNo15992,3,5.87,17.61,GBP,14/03/2022
09/03/2022,3432,PO422-013319,1,PartNo15993,0,19.49,0,GBP,29/03/2022
09/03/2022,3579,PO422-013321,1,PartNo2544,5,16.75,83.75,GBP,18/03/2022
09/03/2022,3735,PO422-013321,2,PartNo4137,2,7.5,15,GBP,18/03/2022
09/03/2022,4330,PO422-013322,1,PartNo15994,4,23.29,93.16,GBP,18/03/2022
09/03/2022,4478,PO422-013323,1,PartNo15995,1,46.4,46.4,GBP,18/03/2022
09/03/2022,16251,PO422-013324,1,PartNo15996,8,10.76,86.08,GBP,18/03/2022
09/03/2022,4938,PO422-013325,1,PartNo15997,2,10.85,21.7,EUR,25/03/2022
09/03/2022,2923,PO422-013325,2,PartNo5,1,105.49,105.49,EUR,25/03/2022
09/03/2022,4423,PO422-013326,2,PartNo10101,6,41.85,251.1,GBP,14/03/2022
09/03/2022,2965,PO422-013326,1,PartNo3646,10,43.68,436.8,GBP,30/03/2022
09/03/2022,3270,PO422-013327,1,PartNo15998,12,59.2,710.4,GBP,24/03/2022
09/03/2022,3432,PO422-013327,2,PartNo5,1,16,16,GBP,24/03/2022
09/03/2022,3270,PO422-013328,1,PartNo12900,8,6.99,55.92,GBP,18/03/2022
09/03/2022,2965,PO422-013328,2,PartNo12900,12,6.99,83.88,GBP,04/03/2022
09/03/2022,4938,PO422-013329,2,PartNo5,1,60,60,GBP,11/03/2022
09/03/2022,375,PO422-013329,1,PartNo15999,50,11.75,587.5,GBP,11/03/2022
09/03/2022,2533,PO422-013330,1,PartNo16000,2,52.28,104.56,GBP,11/03/2022
09/03/2022,3113,PO422-013331,1,PartNo16001,1,1635.82,1635.82,GBP,26/05/2022
09/03/2022,4090,PO422-013332,1,PartNo16002,0,8.48,0,GBP,13/04/2022
09/03/2022,274,PO422-013332,2,PartNo16003,0,6.82,0,GBP,13/04/2022
09/03/2022,3507,PO422-013332,3,PartNo5,0,20,0,GBP,13/04/2022
09/03/2022,4334,PO422-013333,1,PartNo7105,7,5.36,37.52,GBP,11/03/2022
09/03/2022,4478,PO422-013333,2,PartNo5670,5,4.19,20.95,GBP,11/03/2022
09/03/2022,4618,PO422-013334,3,PartNo1469,50,3.95,197.5,GBP,25/03/2022
09/03/2022,4814,PO422-013334,2,PartNo7052,150,3.95,592.5,GBP,25/03/2022
09/03/2022,2456,PO422-013334,1,PartNo7052,200,3.95,790,GBP,12/04/2022
09/03/2022,3579,PO422-013335,4,PartNo261,1,18,18,GBP,15/04/2022
09/03/2022,4034,PO422-013335,3,PartNo7643,30,3.1,93,GBP,15/04/2022
09/03/2022,4618,PO422-013335,2,PartNo10645,40,1.6,64,GBP,15/04/2022
09/03/2022,2432,PO422-013335,1,PartNo16004,70,0.5,35,GBP,15/04/2022
09/03/2022,274,PO422-013336,1,PartNo8806,110,2.76,303.6,GBP,05/04/2022
09/03/2022,2299,PO422-013338,2,PartNo16005,1,47.89,47.89,GBP,22/03/2022
09/03/2022,3058,PO422-013338,1,PartNo2906,108,21.38,2309.04,GBP,05/04/2022
09/03/2022,3113,PO422-013339,1,PartNo2200,14,5.67,79.38,GBP,30/03/2022
09/03/2022,3946,PO422-013340,1,PartNo16006,6,46,276,GBP,15/04/2022
09/03/2022,4034,PO422-013341,1,PartNo1055,144,1.56,224.64,GBP,30/03/2022
09/03/2022,669,PO422-013342,1,PartNo11575,500,0.18,90,GBP,05/04/2022
09/03/2022,4728,PO422-013344,6,PartNo10902,1,33.95,33.95,GBP,28/03/2022
09/03/2022,4334,PO422-013344,7,PartNo16007,1,33.95,33.95,GBP,28/03/2022
09/03/2022,3946,PO422-013344,3,PartNo2638,3,7.5,22.5,GBP,28/03/2022
09/03/2022,2720,PO422-013344,4,PartNo4926,1,69.95,69.95,GBP,28/03/2022
09/03/2022,2952,PO422-013344,5,PartNo2063,3,17.95,53.85,GBP,28/03/2022
09/03/2022,5044,PO422-013344,2,PartNo6299,2,7.5,15,GBP,28/03/2022
09/03/2022,2892,PO422-013344,1,PartNo3560,2,39.95,79.9,GBP,28/03/2022
09/03/2022,3527,PO422-013345,2,PartNo1477,30,6.02,180.6,GBP,05/04/2022
09/03/2022,3828,PO422-013345,1,PartNo1116,26,4.7,122.2,GBP,05/04/2022
09/03/2022,3950,PO422-013346,1,PartNo5270,1008,2.12,2136.96,GBP,10/05/2022
09/03/2022,2749,PO422-013347,1,PartNo10300,90,0.81,72.9,GBP,22/03/2022
09/03/2022,2627,PO422-013348,1,PartNo16008,60,19.97,1198.2,GBP,22/03/2022
09/03/2022,3397,PO422-013349,1,PartNo16009,1,7980,7980,USD,18/03/2022
09/03/2022,2298,PO422-013350,5,PartNo16010,200,4.18,836,GBP,14/03/2022
09/03/2022,2400,PO422-013350,4,PartNo16011,4,3.52,14.08,GBP,14/03/2022
09/03/2022,2712,PO422-013350,6,PartNo16012,3,81.96,245.88,GBP,14/03/2022
09/03/2022,2922,PO422-013350,3,PartNo16013,4,4.54,18.16,GBP,14/03/2022
09/03/2022,3735,PO422-013350,2,PartNo16014,1,139,139,GBP,14/03/2022
09/03/2022,4618,PO422-013350,1,PartNo5,1,10,10,GBP,14/03/2022
09/03/2022,4478,PO422-013351,1,PartNo16015,2,20.52,41.04,GBP,11/03/2022
09/03/2022,2952,PO422-013351,2,PartNo16016,2,25.65,51.3,GBP,11/03/2022
09/03/2022,4654,PO422-013352,1,PartNo6667,3,1.85,5.55,GBP,18/03/2022
09/03/2022,2332,PO422-013352,4,PartNo523,3,1.85,5.55,GBP,18/03/2022
09/03/2022,274,PO422-013352,3,PartNo16019,3,1.65,4.95,GBP,18/03/2022
09/03/2022,2533,PO422-013352,2,PartNo16020,3,1.65,4.95,GBP,18/03/2022
09/03/2022,2965,PO422-013352,5,PartNo5,1,11,11,GBP,18/03/2022
09/03/2022,3270,PO422-013353,1,PartNo16021,3,7.84,23.52,GBP,18/03/2022
09/03/2022,4281,PO422-013353,3,PartNo16022,3,7.84,23.52,GBP,18/03/2022
09/03/2022,4679,PO422-013353,2,PartNo16023,3,7.84,23.52,GBP,18/03/2022
09/03/2022,14149,PO422-013353,4,PartNo10,1,7.5,7.5,GBP,18/03/2022
09/03/2022,274,PO422-013354,1,PartNo16024,10,4.01,40.1,GBP,28/03/2022
09/03/2022,2639,PO422-013354,3,PartNo16025,1,13.77,13.77,GBP,28/03/2022
09/03/2022,2749,PO422-013354,2,PartNo16026,1,17.32,17.32,GBP,28/03/2022
09/03/2022,3013,PO422-013355,1,PartNo192,1,11.34,11.34,GBP,09/03/2022
09/03/2022,3270,PO422-013356,4,PartNo16027,1,223.8,223.8,GBP,08/06/2022
09/03/2022,15396,PO422-013357,1,PartNo10034,3,200,600,GBP,18/03/2022
09/03/2022,4478,PO422-013358,1,PartNo16028,1,200,200,GBP,18/03/2022
09/03/2022,4479,PO422-013359,1,PartNo16029,8,50,400,GBP,28/04/2022
09/03/2022,4938,PO422-013360,1,PartNo16030,1,144,144,GBP,30/03/2022
09/03/2022,5036,PO422-013360,5,PartNo16031,1,144,144,GBP,30/03/2022
09/03/2022,3735,PO422-013360,6,PartNo16032,1,144,144,GBP,30/03/2022
09/03/2022,4241,PO422-013360,3,PartNo16033,1,144,144,GBP,30/03/2022
09/03/2022,4651,PO422-013360,4,PartNo16034,1,144,144,GBP,30/03/2022
09/03/2022,274,PO422-013360,2,PartNo16035,1,144,144,GBP,30/03/2022
09/03/2022,2432,PO422-013360,11,PartNo16031,-1,144,-144,GBP,30/03/2022
09/03/2022,2627,PO422-013360,12,PartNo16032,-1,144,-144,GBP,30/03/2022
09/03/2022,2667,PO422-013360,8,PartNo16035,-1,144,-144,GBP,30/03/2022
09/03/2022,2965,PO422-013360,9,PartNo16033,-1,144,-144,GBP,30/03/2022
09/03/2022,3113,PO422-013360,10,PartNo16034,-1,144,-144,GBP,30/03/2022
09/03/2022,3270,PO422-013360,7,PartNo16030,-1,144,-144,GBP,30/03/2022
09/03/2022,3961,PO422-013361,1,PartNo2687,1,32,32,GBP,11/03/2022
09/03/2022,4334,PO422-013362,1,PartNo16036,3,64.8,194.4,GBP,16/03/2022
09/03/2022,3312,PO422-013362,2,PartNo5,1,9.5,9.5,GBP,16/03/2022
09/03/2022,3270,PO422-013363,1,PartNo16037,20,18.8,376,GBP,15/03/2022
09/03/2022,15396,PO422-013364,1,PartNo16038,1,568.74,568.74,GBP,24/03/2022
10/03/2022,2639,PO422-013365,1,PartNo16039,4,22.5,90,GBP,14/03/2022
10/03/2022,2749,PO422-013366,1,PartNo16040,4,54.75,219,GBP,14/03/2022
10/03/2022,2837,PO422-013367,1,PartNo16041,1,110,110,GBP,14/03/2022
10/03/2022,2923,PO422-013368,1,PartNo15702,2,307.96,615.92,GBP,18/03/2022
10/03/2022,2965,PO422-013369,3,PartNo16042,50,6.13,306.5,GBP,12/05/2022
10/03/2022,3432,PO422-013369,8,PartNo16042,50,6.13,306.5,GBP,12/05/2022
10/03/2022,4618,PO422-013369,6,PartNo16043,50,13.45,672.5,GBP,12/05/2022
10/03/2022,5036,PO422-013369,2,PartNo16044,50,10.55,527.5,GBP,12/05/2022
10/03/2022,2935,PO422-013369,7,PartNo16044,50,10.55,527.5,GBP,12/05/2022
10/03/2022,274,PO422-013369,4,PartNo16045,50,14,700,GBP,12/05/2022
10/03/2022,2298,PO422-013369,9,PartNo16045,50,14,700,GBP,12/05/2022
10/03/2022,2456,PO422-013369,5,PartNo16046,50,6.57,328.5,GBP,12/05/2022
10/03/2022,2722,PO422-013369,10,PartNo16046,50,6.57,328.5,GBP,12/05/2022
10/03/2022,2749,PO422-013369,1,PartNo16043,50,13.45,672.5,GBP,12/05/2022
10/03/2022,15396,PO422-013370,2,PartNo16047,3,93.89,281.67,GBP,23/03/2022
10/03/2022,3432,PO422-013370,1,PartNo12697,1,120.64,120.64,GBP,23/03/2022
10/03/2022,3566,PO422-013371,1,PartNo16048,2,140,280,GBP,11/03/2022
10/03/2022,4034,PO422-013371,2,PartNo16048,1,140,140,GBP,11/03/2022
10/03/2022,4334,PO422-013372,1,PartNo16049,1,62.25,62.25,GBP,15/03/2022
10/03/2022,4679,PO422-013373,1,PartNo3451,1,12.32,12.32,GBP,15/03/2022
10/03/2022,2965,PO422-013374,1,PartNo16050,1,9.58,9.58,GBP,15/03/2022
10/03/2022,3721,PO422-013375,1,PartNo16051,1,3000,3000,EUR,31/03/2022
10/03/2022,14257,PO422-013376,1,PartNo16052,1,30,30,GBP,18/03/2022
10/03/2022,3527,PO422-013377,1,PartNo16053,10,1.67,16.7,GBP,16/03/2022
10/03/2022,4804,PO422-013377,8,PartNo16054,10,2.51,25.1,GBP,16/03/2022
10/03/2022,15396,PO422-013377,7,PartNo16055,3,2.51,7.53,GBP,16/03/2022
10/03/2022,4562,PO422-013377,6,PartNo16056,10,2.51,25.1,GBP,16/03/2022
10/03/2022,2922,PO422-013377,11,PartNo16057,5,1.73,8.65,GBP,16/03/2022
10/03/2022,2965,PO422-013377,10,PartNo16058,20,2.51,50.2,GBP,16/03/2022
10/03/2022,3270,PO422-013377,5,PartNo16059,10,2.51,25.1,GBP,16/03/2022
10/03/2022,3579,PO422-013377,12,PartNo16060,7,1.73,12.11,GBP,16/03/2022
10/03/2022,4241,PO422-013377,4,PartNo16061,12,2.51,30.12,GBP,16/03/2022
10/03/2022,4090,PO422-013377,13,PartNo16062,3,1.73,5.19,GBP,16/03/2022
10/03/2022,4229,PO422-013377,14,PartNo16063,10,1.73,17.3,GBP,16/03/2022
10/03/2022,274,PO422-013377,9,PartNo16064,10,2.51,25.1,GBP,16/03/2022
10/03/2022,3233,PO422-013377,15,PartNo16065,10,1.73,17.3,GBP,16/03/2022
10/03/2022,4726,PO422-013377,3,PartNo16066,20,2.51,50.2,GBP,16/03/2022
10/03/2022,3270,PO422-013377,2,PartNo16067,6,2.51,15.06,GBP,16/03/2022
10/03/2022,3735,PO422-013377,16,PartNo5,1,7.35,7.35,GBP,16/03/2022
10/03/2022,5036,PO422-013378,1,PartNo13859,1,169.5,169.5,GBP,31/03/2022
10/03/2022,269,PO422-013378,2,PartNo16068,1,179,179,GBP,31/03/2022
10/03/2022,15385,PO422-013379,1,PartNo16069,1,35.16,35.16,GBP,31/03/2022
10/03/2022,3709,PO422-013379,2,PartNo16070,1,82.49,82.49,GBP,31/03/2022
10/03/2022,4090,PO422-013379,3,PartNo5,1,14.75,14.75,GBP,31/03/2022
10/03/2022,274,PO422-013380,1,PartNo16071,1,36.56,36.56,GBP,31/03/2022
10/03/2022,2533,PO422-013382,1,PartNo9234,1,850,850,USD,15/03/2022
10/03/2022,3270,PO422-013382,2,PartNo5,1,245,245,USD,15/03/2022
10/03/2022,3519,PO422-013383,2,PartNo5,1,7.95,7.95,GBP,25/03/2022
10/03/2022,4957,PO422-013383,1,PartNo16072,10,3.92,39.2,GBP,25/03/2022
10/03/2022,2749,PO422-013384,1,PartNo5,1,70,70,GBP,10/03/2022
10/03/2022,2922,PO422-013385,1,PartNo16073,9,99.99,899.91,GBP,31/03/2022
10/03/2022,4283,PO422-013385,2,PartNo5,1,90,90,GBP,31/03/2022
10/03/2022,3397,PO422-013387,1,PartNo15797,1,19.31,19.31,GBP,18/03/2022
10/03/2022,4618,PO422-013388,1,PartNo16074,1,30,30,GBP,22/03/2022
10/03/2022,4654,PO422-013388,2,PartNo5,1,10,10,GBP,22/03/2022
10/03/2022,4676,PO422-013389,2,PartNo5,1,30,30,GBP,31/03/2022
10/03/2022,4090,PO422-013389,1,PartNo13336,8,303.46,2427.68,GBP,31/03/2022
10/03/2022,3735,PO422-013390,1,PartNo16075,8,11,88,GBP,14/03/2022
10/03/2022,3527,PO422-013391,1,PartNo886,12,7.69,92.28,GBP,14/03/2022
10/03/2022,2749,PO422-013392,1,PartNo3216,10,41.18,411.8,GBP,14/03/2022
10/03/2022,2995,PO422-013392,2,PartNo16076,10,29.15,291.5,GBP,14/03/2022
10/03/2022,3113,PO422-013394,1,PartNo16077,1,549.66,549.66,GBP,18/03/2022
10/03/2022,4330,PO422-013395,1,PartNo16078,1,256.05,256.05,GBP,15/03/2022
10/03/2022,5122,PO422-013396,3,PartNo14876,1,0,0,GBP,23/03/2022
10/03/2022,3768,PO422-013396,2,PartNo5,1,12.9,12.9,GBP,23/03/2022
10/03/2022,4090,PO422-013396,1,PartNo11296,8,104.23,833.84,GBP,23/03/2022
10/03/2022,2432,PO422-013397,1,PartNo13199,2,53.54,107.08,GBP,31/03/2022
10/03/2022,2853,PO422-013398,1,PartNo13200,8,20.32,162.56,GBP,31/03/2022
10/03/2022,3579,PO422-013398,2,PartNo13200,-8,20.92,-167.36,GBP,31/03/2022
10/03/2022,2965,PO422-013399,1,PartNo12021,3,75.83,227.49,GBP,22/04/2022
10/03/2022,3082,PO422-013399,2,PartNo6377,1,155.43,155.43,GBP,22/04/2022
10/03/2022,3254,PO422-013399,3,PartNo5,1,23,23,GBP,22/04/2022
10/03/2022,3566,PO422-013400,1,PartNo5,1,60,60,GBP,10/03/2022
10/03/2022,3579,PO422-013401,1,PartNo16079,6,8.31,49.86,GBP,16/03/2022
10/03/2022,4760,PO422-013401,2,PartNo16080,6,8.31,49.86,GBP,16/03/2022
10/03/2022,274,PO422-013402,1,PartNo16081,200,0.99,198,GBP,15/03/2022
10/03/2022,2853,PO422-013403,1,PartNo10796,1,27.97,27.97,GBP,11/03/2022
10/03/2022,4227,PO422-013403,2,PartNo15767,1,17.97,17.97,GBP,11/03/2022
10/03/2022,IC0423,PO422-013403,3,PartNo5,1,10,10,GBP,11/03/2022
10/03/2022,473,PO422-013404,1,PartNo5,1,11.32,11.32,GBP,19/02/2022
10/03/2022,3113,PO422-013405,1,PartNo16082,18,9.16,164.88,GBP,14/03/2022
10/03/2022,4679,PO422-013406,1,PartNo16083,1,1075,1075,GBP,14/04/2022
10/03/2022,269,PO422-013406,2,PartNo5,1,20,20,GBP,14/04/2022
10/03/2022,15396,PO422-013407,1,PartNo16084,60,75,4500,GBP,15/07/2022
10/03/2022,2707,PO422-013408,2,PartNo5,1,45,45,GBP,10/03/2022
10/03/2022,2749,PO422-013408,1,PartNo13548,2,2841,5682,GBP,10/03/2022
10/03/2022,2965,PO422-013409,1,PartNo16085,10,70.34,703.4,GBP,14/03/2022
10/03/2022,3233,PO422-013410,1,PartNo16086,0,185.7,0,GBP,18/03/2022
10/03/2022,3270,PO422-013411,1,PartNo16087,2,105,210,GBP,31/03/2022
